Languages	EFGIS							
								
Screen	PHRASE TABLE	SPACE	E	F	G	I	S	NOTES
INGAME	MISSION_TITLE_L1_M6		Bonestorm Storm	La pluie de Bonestorm	Der Bonestorm-Sturm	???	La tormenta de Bonestorm	
INGAME	MISSION_INFO_L1_M6		HIT THE DELIVERY TRUCK AND COLLECT THE BONESTORM GAMES BEFORE TIME RUNS OUT!	RENTREZ DANS LE CAMION DE LIVRAISON ET PRENEZ LES JEUX BONESTORM AVANT LA FIN DU TEMPS IMPARTI !	"RAMM DEN LIEFERWAGEN UND SAMMLE DIE BONESTORM-SPIELE EIN, EHE DIE ZEIT ABGELAUFEN IST!"	???	¡DALE AL CAMIÓN DE REPARTO Y LLÉVATE TODOS LOS JUEGOS DE BONESTORM ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L1_M7		The Fat and Furious	Le gros et le furieux	The Fat and the Furious	???	El Gordo y el Furioso	
INGAME	MISSION_INFO_L1_M7		BEAT SMITHERS TO MR. BURNS' MANSION.	ARRIVEZ CHEZ BURNS AVANT SMITHERS.	SEI SCHNELLER ALS SMITHERS BEIM ANWESEN VON MR. BURNS.	???	LLEGA A LA MANSIÓN DEL SEÑOR BURNS ANTES QUE EL SEÑOR SMITHERS.	
INGAME	MISSION_TITLE_L1_M8		Race 1:  Time Trial	Course 1 : contre la montre	Rennen 1: Gegen die Zeit	???	Carrera 1: contrarreloj	
INGAME	MISSION_INFO_L1_M8		REACH THE FINISH LINE BEFORE TIME RUNS OUT. DON'T DESTROY YOUR VEHICLE.	TERMINEZ LA COURSE AVANT LA FIN DU TEMPS IMPARTI. NE DETRUISEZ PAS VOTRE VEHICULE.	"DU MUSST IM ZIEL SEIN, EHE DIE ZEIT ABGELAUFEN IST. LASS DEIN FAHRZEUG HEIL."	???	LLEGA A LA LÍNEA DE META ANTES DE QUE SE ACABE EL TIEMPO. NO TE CARGUES TU VEHÍCULO.	
INGAME	MISSION_TITLE_L1_M9		Race 2:  Circuit Race	Course 2 : course sur circuit	Rennen 2: Kreisrennen	???	Carrera 2: circuito	
INGAME	MISSION_INFO_L1_M9		COMPLETE ALL LAPS AND FINISH THE RACE IN FIRST PLACE. DON'T DESTROY YOUR VEHICLE.	TERMINEZ LA COURSE EN PREMIERE POSITION. NE DETRUISEZ PAS VOTRE VEHICULE.	ABSOLVIER ALLE RUNDEN UND KOMM ALS ERSTER INS ZIEL. LASS DEIN FAHRZEUG HEIL.	???	COMPLETA TODAS LAS VUELTAS Y GANA LA CARRERA. NO TE CARGUES TU VEHÍCULO.	
INGAME	MISSION_TITLE_L1_M10		Race 3:  Checkpoint Race	Course 3 : points de passage	Rennen 3: Kontrollpunktrennen	???	Carrera 3: controles	
INGAME	MISSION_INFO_L1_M10		PASS ALL CHECKPOINTS AND REACH THE FINISH LINE FIRST. DON'T DESTROY YOUR VEHICLE.	PASSEZ PAR TOUS LES POINTS DE PASSAGE ET TERMINEZ PREMIER. NE DETRUISEZ PAS VOTRE VEHICULE.	PASSIER ALLE KONTROLLPUNKTE UND KOMM ALS ERSTER INS ZIEL. LASS DEIN FAHRZEUG HEIL.	???	PASA POR TODOS LOS CONTROLES Y LLEGA EL PRIMERO A LA LÍNEA DE META. NO TE CARGUES TU VEHÍCULO.	
INGAME	MISSION_TITLE_L1_M11		Race 4:  Wager Race	Course 4 : défi	Rennen 4: Wettrennen	???	Carrera 4: apuestas	
INGAME	MISSION_INFO_L1_M11		COMPLETE AN ENTIRE LAP BEFORE TIME RUNS OUT TO WIN COINS.	FAITES UN TOUR COMPLET DANS LE TEMPS IMPARTI POUR GAGNER DES PIECES.	"DU MUSST EINE GANZE RUNDE FAHREN, BEVOR DIE ZEIT ABLÄUFT, UM MÜNZEN ZU GEWINNEN."	???	COMPLETA UNA VUELTA ENTERA ANTES DE QUE SE ACABE EL TIEMPO PARA GANAR MONEDAS.	
INGAME	MISSION_TITLE_L1_M12		This Old Shanty	La vieille cabane	Die alte Hütte	???	La vieja chabola	
INGAME	MISSION_INFO_L1_M12		FIND CARDBOARD TUBES AND COLLECT THE TOMACCO HARVEST FOR CLETUS IN UNDER 2:30.	TROUVEZ LES TUBES EN CARTON ET RECUPEREZ LE TOMACCO DE CLETUS EN MOINS DE 2:30.	SUCH NACH PAPPRÖHREN UND ERNTE DIE TOMACCOS FÜR CLETUS IN WENIGER ALS 2:30.	???	BUSCA TUBOS DE CARTÓN PARA CLETUS Y RECOGE SU COSECHA DE TOMACO EN MENOS DE 2.30.	
INGAME	MISSION_TITLE_L2_M1		Detention Deficit Disorder	Déficit de détention	Nachsitzdefizit-Störung	???	Trastorno de déficit de arrestos	
INGAME	MISSION_INFO_L2_M1		AVOID PRINCIPAL SKINNER! DRIVE TO THE TRY-N-SAVE BEFORE TIME RUNS OUT!	ALLEZ AU TRY-N-SAVE AVANT LA FIN DU TEMPS IMPARTI. EVITEZ LE PRINCIPAL SKINNER !	"GEH REKTOR SKINNER AUS DEM WEG! FAHR ZUM TRY-N-SAVE, EHE DIE ZEIT ABGELAUFEN IST!"	???	¡EVITA AL DIRECTOR SKINNER! ¡CONDUCE HASTA EL TRY-N-SAVE ANTES DE QUE SE ACABE EL TIEMPO! 	
INGAME	MISSION_TITLE_L2_M2		Weapons of Mass Delinquency	Armes de délinquance massive	Massenkriminalitätswaffen	???	Armas de delincuencia masiva	
INGAME	MISSION_INFO_L2_M2		COLLECT FIREWORKS FROM AROUND SPRINGFIELD BEFORE TIME RUNS OUT! AVOID CHIEF WIGGUM!	TROUVEZ LES FEUX D'ARTIFICE DANS SPRINGFIELD AVANT LA FIN DU TEMPS IMPARTI. EVITEZ LE CHEF WIGGUM !	"SAMMLE FEUERWERKSKÖRPER IN GANZ SPRINGFIELD EIN, EHE DIE ZEIT ABGELAUFEN IST! GEH CHIEF WIGGUM AUS DEM WEG!"	???	¡RECOGE FUEGOS ARTIFICIALES POR TODO SPRINGFIELD ANTES DE QUE SE ACABE EL TIEMPO! ¡EVITA AL JEFE DE POLICÍA WIGGUM!	
INGAME	MISSION_TITLE_L2_M3		Vox Nerduli	Vox techy	Vox Streber	???	Vox Empollonuli	
INGAME	MISSION_INFO_L2_M3		RACE THE NERD TO THE JAVA SERVER.	ARRIVEZ AVANT LES TECHIES AU SERVEUR JAVA.	"SEI SCHNELLER ALS DER STREBER BEIM ""JAVA SERVER""."	???	ECHA UNA CARRERA A LOS EMPOLLONES HASTA EL SERVIDOR JAVA.	
INGAME	MISSION_TITLE_L2_M4		Bart 'n' Frink	Bart 'n' Frink	Bart und Frink	???	Bart y Frink	
INGAME	MISSION_INFO_L2_M4		GO TO HERMAN'S MILITARY ANTIQUES TO FIND A WORLD WAR II RADIO FOR PROFESSOR FRINK.	TROUVEZ UNE RADIO DE LA DEUXIEME GUERRE MONDIALE POUR LE PROFESSEUR FRINK CHEZ HERMAN.	"BESUCH HERMANS WAFFENLADEN, UM EIN WK2-FUNKGERÄT FÜR PROFESSOR FRINK ZU BESORGEN."	???	BUSCA EN LA TIENDA DE ANTIGÜEDADES MILITARES UNA RADIO DE LA II GUERRA MUNDIAL PARA EL PROFESOR FRINK.	
INGAME	MISSION_TITLE_L2_M5		Better Than Beef	Mieux que le bœuf	Besser als Büffel	???	Mejor que la ternera	
INGAME	MISSION_INFO_L2_M5		COLLECT THE FLATMEAT BEFORE TIME RUNS OUT! AVOID APU!	TROUVEZ LA VIANDE FROIDE AVANT LA FIN DU TEMPS IMPARTI. EVITEZ APU !	"SAMMLE DAS PLATTFLEISCH EIN, EHE DIE ZEIT ABGELAUFEN IST! GEH APU AUS DEM WEG!"	???	¡COGE LA CARNE PARA HAMBURGUESA ANTES DE QUE SE ACABE EL TIEMPO! ¡EVITA A APU!	
INGAME	MISSION_TITLE_L2_M6		Monkey See Monkey D'oh	Singe voit singe pue	Affentheater	???	Mono ve a Mono	
INGAME	MISSION_INFO_L2_M6		COLLECT THE MONKEYS BEFORE TIME RUNS OUT! THEN GET THE BLENDER FROM DR. NICK.	TROUVEZ LES SINGES POUR LE DOCTEUR NICK AVANT LA FIN DU TEMPS IMPARTI.	"SAMMLE DIE AFFEN EIN, EHE DIE ZEIT ABGELAUFEN IST! HOL DIR ANSCHLIESSEND DEN MIXER VON DR. NICK."	???	¡COGE LOS MONOS ANTES DE QUE SE ACABE EL TIEMPO! ¡COGE LA LICUADORA DEL DOCTOR NICK!	
INGAME	MISSION_TITLE_L2_M7		Cell-Outs	Service interrompu	Kein Anschluss	???	Movilmanía	
INGAME	MISSION_INFO_L2_M7		DESTROY ALL THE CELL PHONE USERS' CARS BEFORE TIME RUNS OUT!	DETRUISEZ LES VOITURES DES UTILISATEURS DE PORTABLES AVANT LA FIN DU TEMPS IMPARTI.	"ZERSTÖR ALLE AUTOS DER HANDY-BENUTZER, EHE DIE ZEIT ABGELAUFEN IST!"	???	¡DESTRUYE LOS COCHES CON USUARIOS DE TELÉFONOS MÓVILES ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L2_M8		Race 1:  Time Trial	Course 1 : contre la montre	Rennen 1: Gegen die Zeit	???	Carrera 1: contrarreloj	
INGAME	MISSION_INFO_L2_M8		CROSS THE FINISH LINE BEFORE TIME RUNS OUT. DON'T DESTROY YOUR VEHICLE.	TERMINEZ LA COURSE AVANT LA FIN DU TEMPS IMPARTI. NE DETRUISEZ PAS VOTRE VEHICULE.	"DU MUSST IM ZIEL SEIN, EHE DIE ZEIT ABGELAUFEN IST. LASS DEIN FAHRZEUG HEIL."	???	CRUZA LA LÍNEA DE META ANTES DE QUE SE ACABE EL TIEMPO. NO TE CARGUES TU VEHÍCULO.	
INGAME	MISSION_TITLE_L2_M9		Race 2:  Circuit Race	Course 2 : course sur circuit	Rennen 2: Kreisrennen	???	Carrera 2: circuito	
INGAME	MISSION_INFO_L2_M9		COMPLETE ALL LAPS AND FINISH THE RACE IN FIRST PLACE. DON'T DESTROY YOUR VEHICLE.	TERMINEZ LA COURSE EN PREMIERE POSITION. NE DETRUISEZ PAS VOTRE VEHICULE.	ABSOLVIER ALLE RUNDEN UND KOMM ALS ERSTER INS ZIEL. LASS DEIN FAHRZEUG HEIL.	???	COMPLETA TODAS LAS VUELTAS Y GANA LA CARRERA. NO TE CARGUES TU VEHÍCULO	
INGAME	MISSION_TITLE_L2_M10		Race 3:  Checkpoint Race	Course 3 : points de passage	Rennen 3: Kontrollpunktrennen	???	Carrera 3: controles	
INGAME	MISSION_INFO_L2_M10		PASS ALL CHECKPOINTS AND CROSS THE FINISH LINE FIRST. DON'T DESTROY YOUR VEHICLE.	PASSEZ PAR TOUS LES POINTS DE PASSAGE ET TERMINEZ PREMIER. NE DETRUISEZ PAS VOTRE VEHICULE.	PASSIER ALLE KONTROLLPUNKTE UND KOMM ALS ERSTER INS ZIEL. LASS DEIN FAHRZEUG HEIL.	???	PASA POR TODOS LOS CONTROLES Y CRUZA LA LÍNEA DE META EL PRIMERO. NO TE CARGUES TU VEHÍCULO.	
INGAME	MISSION_TITLE_L2_M11		Race 4:  Wager Race	Course 4 : défi	Rennen 4: Wettrennen	???	Carrera 4: apuestas	
INGAME	MISSION_INFO_L2_M11		COMPLETE AN ENTIRE LAP BEFORE TIME RUNS OUT TO WIN COINS.	FAITES UN TOUR COMPLET DANS LE TEMPS IMPARTI POUR GAGNER DES PIECES.	"DU MUSST EINE GANZE RUNDE FAHREN, BEVOR DIE ZEIT ABLÄUFT, UM MÜNZEN ZU GEWINNEN."	???	COMPLETA UNA VUELTA ENTERA ANTES DE QUE SE ACABE EL TIEMPO PARA GANAR MONEDAS.	
INGAME	MISSION_TITLE_L2_M12		Dial B for Blood	Composez S pour Sang	Wähl B wie Blut.	???	Con S de sangre	
INGAME	MISSION_INFO_L2_M12		COLLECT THE BLOOD FOR GRAMPA.	TROUVEZ LE SANG POUR GRAND-PERE.	SAMMLE BLUT FÜR GRAMPA SIMPSON.	???	RECOGE SANGRE PARA EL ABUELO.	
INGAME	MISSION_TITLE_L3_M1		Nerd Race Queen	Reine de la course des coincés	Renn-Königin der Streber	???	Carrera reina de empollones	
INGAME	MISSION_INFO_L3_M1		RACE THE NERD TO THE ITCHY&SCRATCHY STORE. GET THE COMIC BACK BEFORE TIME RUNS OUT!	ARRIVEZ AVANT LES TECHIES AU MAGASIN ITCHY & SCRATCHY. RAMENEZ LA BANDE DESSINEE AVANT LA FIN DU TEMPS IMPARTI !	"SEI SCHNELLER ALS DER STREBER BEIM ITCHY-UND-SCRATCHY-LADEN. HOL DEN COMIC ZURÜCK, EHE DIE ZEIT ABGELAUFEN IST!"	???	ECHA UNA CARRERA A LOS EMPOLLONES HASTA LA TIENDA DE PICA Y RASCA. ¡RECUPERA EL CÓMIC ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L3_M2		Clueless	Sans indices	Schnitzeljagd	???	Sin pistas	
INGAME	MISSION_INFO_L3_M2		FOLLOW MILHOUSE'S CLUES TO FIND BART. DON'T LET TIME RUN OUT!	SUIVEZ LES INDICES DE MILHOUSE POUR TROUVER BART. ATTENTION AU TEMPS LIMITE !	FOLG MILHOUSES SPUREN UND SUCH BART. LASS DIE ZEIT NICHT VERSTREICHEN!	???	SIGUE LAS PISTAS DE MILHOUSE PARA ENCONTRAR A BART. ¡QUE NO SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L3_M3		Bonfire of the Manatees	Le feu de joie des lamantins	Freudenfeuer der Seekühe	???	Hoguera de los manatíes	
INGAME	MISSION_INFO_L3_M3		HELP APU DEFEAT THE MEAT-EATERS. HIT & COLLECT MEAT FROM CLETUS' TRUCK BEFORE TIME RUNS OUT!	AIDEZ APU A VAINCRE LES CARNIVORES. RECUPEREZ LA VIANDE DU CAMION DE CLETUS AVANT LA FIN DU TEMPS IMPARTI !	"HILF APU IM KAMPF GEGEN DIE FLEISCHFRESSER. RAMM CLETUS' LASTER UND SAMMLE DAS FLEISCH EIN, EHE DIE ZEIT ABGELAUFEN IST!"	???	AYUDA A APU A DERROTAR A LOS CARNÍVOROS. ¡DALE AL CAMIÓN DE CLETUS Y CONSIGUE CARNE ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L3_M4		Operation Hellfish	Opération poisson	Operation Höllenfisch	???	Operación pez del infierno	
INGAME	MISSION_INFO_L3_M4		DESTROY THE BLACK SEDANS TO FIND A CLUE. DON'T LET TIME RUN OUT!	DETRUISEZ LA BERLINE NOIRE POUR TROUVER UN INDICE. ATTENTION AU TEMPS LIMITE !	ZERSTÖR DIE SCHWARZEN WAGEN UND SUCH EINE SPUR. LASS DIE ZEIT NICHT VERSTREICHEN!	???	DESTRUYE LOS SEDÁN NEGROS PARA ENCONTRAR UNA PISTA. ¡QUE NO SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L3_M5		Slithery Sleuthing	Un indicateur glissant	Glitschige Spuren	???	El sabueso escurridizo	
INGAME	MISSION_INFO_L3_M5		"FOLLOW SNAKE AND FIND ""THREE STRIKES"" OF EVIDENCE AGAINST HIM. DON'T MISS ANY ITEMS!"	SUIVEZ LE SERPENT ET TROUVEZ TROIS PREUVES CONTRE LUI. NE RATEZ RIEN !	"FOLG SNAKE UND SUCH DREI ""SCHLAGENDE"" BEWEISE GEGEN IHN. LASS KEINE GEGENSTÄNDE LIEGEN!"	???	PERSIGUE A SERPIENTE Y BUSCA TRES PRUEBAS CONTRA ÉL. ¡QUE NO SE TE OLVIDE NADA!	
INGAME	MISSION_TITLE_L3_M6		Fishy Deals	Accords douteux	Fisch stinkt nicht	???	Acuerdos sospezchosos	
INGAME	MISSION_INFO_L3_M6		SAVE THE SEA CAPTAIN'S FISH. COLLECT ALL THE FISH BEFORE TIME RUNS OUT!	SAUVEZ LE POISSON DU CAPITAINE. TROUVEZ TOUS LES POISSONS AVANT LA FIN DU TEMPS IMPARTI !	"RETTE DIE FISCHE DES KAPITÄNS. SAMMLE ALLE FISCHE EIN, EHE DIE ZEIT ABGELAUFEN IST!"	???	SALVA EL PEZ DEL CAPITÁN. ¡REÚNE TODOS LOS PECES ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L3_M7		The Old Pirate and the Sea	Le vieux pirate et la mer	Der alte Pirat und das Meer	???	El viejo pirata y el mar	
INGAME	MISSION_INFO_L3_M7		DESTROY THE BLACK LIMO TO FIND BART. DON'T LET TIME RUN OUT!	DETRUISEZ LA LIMOUSINE NOIRE POUR TROUVER BART. ATTENTION AU TEMPS LIMITE !	ZERSTÖR DIE SCHWARZE LIMOUSINE UND SUCH BART. LASS DIE ZEIT NICHT VERSTREICHEN!	???	DESTRUYE LA LIMUSINA NEGRA PARA ENCONTRAR A BART. ¡QUE NO SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L3_M8		Race 1:  Time Trial	Course 1 : contre la montre	Rennen 1: Gegen die Zeit	???	Carrera 1: contrarreloj	
INGAME	MISSION_INFO_L3_M8		CROSS THE FINISH LINE BEFORE TIME RUNS OUT. DON'T DESTROY YOUR VEHICLE.	TERMINEZ LA COURSE AVANT LA FIN DU TEMPS IMPARTI. NE DETRUISEZ PAS VOTRE VEHICULE.	"DU MUSST IM ZIEL SEIN, EHE DIE ZEIT ABGELAUFEN IST. LASS DEIN FAHRZEUG HEIL."	???	CRUZA LA LÍNEA DE META ANTES DE QUE SE ACABE EL TIEMPO. NO TE CARGUES TU VEHÍCULO.	
INGAME	MISSION_TITLE_L3_M9		Race 2:  Circuit Race	Course 2 : course sur circuit	Rennen 2: Kreisrennen	???	Carrera 2: circuito	
INGAME	MISSION_INFO_L3_M9		COMPLETE ALL LAPS AND FINISH THE RACE IN FIRST PLACE. DON'T DESTROY YOUR VEHICLE.	TERMINEZ LA COURSE EN PREMIERE POSITION. NE DETRUISEZ PAS VOTRE VEHICULE.	ABSOLVIER ALLE RUNDEN UND KOMM ALS ERSTER INS ZIEL. LASS DEIN FAHRZEUG HEIL.	???	COMPLETA TODAS LAS VUELTAS Y GANA LA CARRERA. NO TE CARGUES TU VEHÍCULO	
INGAME	MISSION_TITLE_L3_M10		Race 3:  Checkpoint Race	Course 3 : points de passage	Rennen 3: Kontrollpunktrennen	???	Carrera 3: controles	
INGAME	MISSION_INFO_L3_M10		PASS ALL CHECKPOINTS AND CROSS THE FINISH LINE FIRST. DON'T DESTROY YOUR VEHICLE.	PASSEZ PAR TOUS LES POINTS DE PASSAGE ET TERMINEZ PREMIER. NE DETRUISEZ PAS VOTRE VEHICULE.	PASSIER ALLE KONTROLLPUNKTE UND KOMM ALS ERSTER INS ZIEL. LASS DEIN FAHRZEUG HEIL.	???	PASA POR TODOS LOS CONTROLES Y CRUZA LA LÍNEA DE META EN EL PRIMER PUESTO. NO TE CARGUES TU VEHÍCULO	
INGAME	MISSION_TITLE_L3_M11		Race 4:  Wager Race	Course 4 : défi	Rennen 4: Wettrennen	???	Carrera 4: apuestas	
INGAME	MISSION_INFO_L3_M11		COMPLETE AN ENTIRE LAP BEFORE TIME RUNS OUT TO WIN COINS.	FAITES UN TOUR COMPLET DANS LE TEMPS IMPARTI POUR GAGNER DES PIECES.	"DU MUSST EINE GANZE RUNDE FAHREN, BEVOR DIE ZEIT ABLÄUFT, UM MÜNZEN ZU GEWINNEN."	???	COMPLETA UNA VUELTA ENTERA ANTES DE QUE SE ACABE EL TIEMPO PARA GANAR MONEDAS.	
INGAME	MISSION_TITLE_L3_M12		Princi-pal	Mon ami le principal	"Mein Kumpel, der Rektor"	???	Director	
INGAME	MISSION_INFO_L3_M12		HELP PRINCIPAL SKINNER COMPLETE HIS ERRANDS BEFORE TIME RUNS OUT!	AIDEZ SKINNER A TERMINER SES COURSES AVANT LA FIN DU TEMPS IMPARTI !	"HILF REKTOR SKINNER BEI SEINEN BESORGUNGEN, EHE DIE ZEIT ABGELAUFEN IST!"	???	¡AYUDA AL DIRECTOR SKINNER A HACER SUS RECADOS ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L4_M1		For A Few Donuts More	Pour une poignée de beignets de plus	Für ein paar Donuts mehr	???	Por unos pocos donuts más	
INGAME	MISSION_INFO_L4_M1		FIND CHIEF WIGGUM AND COLLECT DONUTS FOR HIM BEFORE TIME RUNS OUT!	TROUVEZ LE CHEF WIGGUM ET COLLECTEZ DES BEIGNETS POUR LUI AVANT LA FIN DU TEMPS IMPARTI !	"SUCH CHIEF WIGGUM UND SAMMLE DONUTS FÜR IHN, EHE DIE ZEIT ABGELAUFEN IST!"	???	¡BUSCA AL JEFE DE POLICÍA WIGGUM Y LLÉVALE UNOS DONUTS ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L4_M2		Redneck Roundup	Ramassage	Die Last mit dem Laster	???	Redada de rebeldes	
INGAME	MISSION_INFO_L4_M2		FOLLOW CLETUS AND COLLECT WHAT FALLS FROM HIS TRUCK. DON'T MISS ANY ITEMS!	SUIVEZ CLETUS ET RAMASSEZ CE QUI TOMBE DU CAMION. NE RATEZ RIEN !	"FOLG CLETUS UND SAMMLE AUF, WAS VON SEINEM LASTER FÄLLT. LASS KEINE GEGENSTÄNDE LIEGEN!"	???	PERSIGUE A CLETUS Y COGE LO QUE CAE DEL CAMIÓN. ¡QUE NO SE TE OLVIDE NADA!	
INGAME	MISSION_TITLE_L4_M3		Ketchup Logic	Logique sauce tomate	Ketchup-Logik	???	Lógica del ketchup	
INGAME	MISSION_INFO_L4_M3		HELP CLETUS HARVEST KETCHUP PACKETS FOR THE WINTER. DON'T LET TIME RUN OUT!	AIDEZ CLETUS A FAIRE DES PAQUETS DE KETCHUP POUR L'HIVER. ATTENTION AU TEMPS LIMITE !	"HILF CLETUS, KETCHUP-PÄCKCHEN FÜR DEN WINTER ZU BUNKERN. LASS DIE ZEIT NICHT VERSTREICHEN!"	???	AYUDA A CLETUS A COSECHAR PAQUETES DE KETCHUP PARA EL INVIERNO. ¡QUE NO SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L4_M4		Return of the Nearly-Dead	Le retour des semi-morts	Rückkehr der Fast-Toten	???	El regreso de los casi-muertos	
INGAME	MISSION_INFO_L4_M4		RACE CHIEF WIGGUM TO THE RETIREMENT CASTLE!	ARRIVEZ A LA MAISON DE RETRAITE AVANT LE CHEF WIGGUM !	SEI SCHNELLER ALS CHIEF WIGGUM BEIM ALTENHEIM!	???	¡ECHA UNA CARRERA CONTRA EL JEFE DE POLICÍA WIGGUM HASTA EL HOGAR DEL JUBILADO!	
INGAME	MISSION_TITLE_L4_M5		Wolves Stole My Pills	Les loups ont volé mes pilules	Wölfe haben meine Pillen gestohlen	???	Los lobos me robaron las pastillas	
INGAME	MISSION_INFO_L4_M5		GET GRAMPA'S MEDS BACK FROM THE BULLIES BEFORE TIME RUNS OUT. DON'T MISS ANY MEDS!	SAUVEZ GRAND-PERE EN RETROUVANT SES PILULES AVANT LA FIN DU TEMPS IMPARTI. NE RATEZ RIEN !	"HOL GRAMPAS MEDIZIN VON DEN ROWDYS ZURÜCK, EHE DIE ZEIT ABGELAUFEN IST. LASS KEINE MEDIZIN LIEGEN!"	???	COGE MEDICINAS DE LOS MATONES PARA EL ABUELO ANTES DE QUE SE ACABE EL TIEMPO. ¡NO DEJES NI UNA!	
INGAME	MISSION_TITLE_L4_M6		The Cola Wars	La guerre des colas	Die Cola-Kriege	???	Las guerras de la cola	
INGAME	MISSION_INFO_L4_M6		RUN AND COLLECT ALL THE EVIL COLA CANS BEFORE TIME RUNS OUT!	COUREZ ET TROUVEZ TOUTES LES CANETTES DE COLA MALEFIQUES AVANT LA FIN DU TEMPS IMPARTI !	"RENN UND SAMMLE ALLE BÖSEN COLADOSEN EIN, EHE DIE ZEIT ABGELAUFEN IST!"	???	¡CORRE Y RECOGE TODAS LAS LATAS DE COLA MALA ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L4_M7		From Outer Space	Rencontre du 7ème type	Aus dem Weltall	???	Desde el espacio exterior	
INGAME	MISSION_INFO_L4_M7		DESTROY ALL THE COLA DELIVERY TRUCKS BEFORE TIME RUNS OUT!	DETRUISEZ LES CAMIONS DE LIVRAISON DE COLA AVANT LA FIN DU TEMPS IMPARTI !	"ZERSTÖR ALLE COLA-LIEFERWAGEN, EHE DIE ZEIT ABGELAUFEN IST."	???	¡DESTRUYE LOS CAMIONES DE REPARTO DE COLA ANTES DE QUE SE ACABE EL TIEMPO!	
INGAME	MISSION_TITLE_L4_M8		Race 1:  Time Trial	Course 1 : contre la montre	Rennen 1: Gegen die Zeit	???	Carrera 1: contrarreloj	
INGAME	MISSION_INFO_L4_M8		CROSS THE FINISH LINE BEFORE TIME RUNS OUT. DON'T DESTROY YOUR VEHICLE.	TERMINEZ LA COURSE AVANT LA FIN DU TEMPS IMPARTI. NE DETRUISEZ PAS VOTRE VEHICULE.	"DU MUSST IM ZIEL SEIN, EHE DIE ZEIT ABGELAUFEN IST. LASS DEIN FAHRZEUG HEIL."	???	CRUZA LA LÍNEA DE META ANTES DE QUE SE ACABE EL TIEMPO. NO TE CARGUES TU VEHÍCULO.	
INGAME	MISSION_TITLE_L4_M9		Race 2:  Circuit Race	Course 2 : course sur circuit	Rennen 2: Kreisrennen	???	Carrera 2: circuito	
INGAME	MISSION_INFO_L4_M9		COMPLETE ALL LAPS AND FINISH THE RACE IN FIRST PLACE. DON'T DESTROY YOUR VEHICLE.	TERMINEZ LA COURSE EN PREMIERE POSITION. NE DETRUISEZ PAS VOTRE VEHICULE.	ABSOLVIER ALLE RUNDEN UND KOMM ALS ERSTER INS ZIEL. LASS DEIN FAHRZEUG HEIL.	???	COMPLETA TODAS LAS VUELTAS Y GANA LA CARRERA. NO TE CARGUES TU VEHÍCULO	
INGAME	MISSION_TITLE_L4_M10		Race 3:  Checkpoint Race	Course 3 : points de passage	Rennen 3: Kontrollpunktrennen	???	Carrera 3: controles	
INGAME	MISSION_INFO_L4_M10		PASS ALL CHECKPOINTS AND CROSS THE FINISH LINE FIRST. DON'T DESTROY YOUR VEHICLE.	PASSEZ PAR TOUS LES POINTS DE PASSAGE ET TERMINEZ PREMIER. NE DETRUISEZ PAS VOTRE VEHICULE.	PASSIER ALLE KONTROLLPUNKTE UND KOMM ALS ERSTER INS ZIEL. LASS DEIN FAHRZEUG HEIL.	???	PASA POR TODOS LOS CONTROLES Y CRUZA LA LÍNEA DE META EN EL PRIMER PUESTO. NO TE CARGUES TU VEHÍCULO	
INGAME	MISSION_TITLE_L4_M11		Race 4:  Wager Race	Course 4 : défi	Rennen 4: Wettrennen	???	Carrera 4: apuestas	
INGAME	MISSION_INFO_L4_M11		COMPLETE AN ENTIRE LAP BEFORE TIME RUNS OUT TO WIN COINS.	FAITES UN TOUR COMPLET DANS LE TEMPS IMPARTI POUR GAGNER DES PIECES.	"DU MUSST EINE GANZE RUNDE FAHREN, BEVOR DIE ZEIT ABLÄUFT, UM MÜNZEN ZU GEWINNEN."	???	COMPLETA UNA VUELTA ENTERA ANTES DE QUE SE ACABE EL TIEMPO PARA GANAR MONEDAS.	
